Restaurant ID,Name,Aggregate Rating,Rating Subtitle,Votes,Dining Review Count,Delivery Rating,Delivery Review Count,Cost for Two,Cost for One,Locality,Address,Cuisine,City,latitude,longitude
20755982,Thalairaj Biryani,4.3,Very Good,4,0,4.3,4,₹600 for two,₹100 for one,"Ambience Mall, Vasant Kunj, New Delhi","Kiosk 3, 3rd Floor, Ambience Mall, Vasant Kunj, New Delhi","Biryani, Andhra, Hyderabadi, South Indian",Delhi NCR,28.5429,77.15741
20014351,Sandoz,4.0,Very Good,"2,125",0,4.0,"2,125","₹1,400 for two",₹100 for one,"Green Park, New Delhi","Shop 1, CSC Haus Khas, SFS Housing, Green Park, New Delhi","North Indian, Chinese, Mughlai, Seafood, Rolls",Delhi NCR,28.55897,77.20462
19434600,KC Restaurant,4.0,Very Good,"3,776",97,3.9,"3,679",₹550 for two,₹100 for one,"Main Market, Satyaniketan, New Delhi","95, Ground Floor, Satyaniketan, New Delhi","Chinese, Momos, North Indian, Sichuan",Delhi NCR,28.58722,77.16896
312123,Taco Bell,4.0,Very Good,21.9K,"2,388",4.0,19.5K,₹500 for two,₹100 for one,"Ambience Mall, Vasant Kunj, New Delhi","Ambience Mall, Vasant Kunj, New Delhi","Mexican, Fast Food, Wraps",Delhi NCR,28.5429,77.15741
20384752,Chinese Wok,3.5,Good,927,14,3.9,913,₹500 for two,₹100 for one,"Vasant Square Mall, Vasant Kunj, New Delhi","Shop G-30, Ground Floor, Vasant Square Mall, Community Centre, Pocket- V, Sector-B, Vasant Kunj, New Delhi","Chinese, Asian, Momos",Delhi NCR,28.52489,77.15655
20575296,Goila Butter Chicken,4.0,Very Good,662,0,4.0,662,₹400 for two,₹350 for one,"Vasant Kunj, New Delhi","G/9, Building 117, Peepal Chowk, Kishngarh, Vasant Kunj, New Delhi","North Indian, Biryani, Mughlai",Delhi NCR,28.53151,77.15021
18252375,Jhatpat,4.2,Very Good,"6,804",220,4.4,"6,584",₹450 for two,₹350 for one,"Yusuf Sarai, New Delhi","5/1, Aurobindo Marg, Main Market, Yusuf Sarai, New Delhi","North Indian, Chinese, Beverages, Shake, Ice Cream",Delhi NCR,28.55862,77.20802
20826305,FreshMenu,4.0,Very Good,741,0,4.0,741,₹400 for two,₹350 for one,"Vasant Kunj, New Delhi","C-16, 2nd Floor, Masoodpur, Vasant Kunj, New Delhi","Continental, Oriental, Asian, Chinese, Healthy Food, Sandwich, Desserts",Delhi NCR,28.53151,77.15021
20316511,The Waffle Co.,4.1,Very Good,944,0,4.1,944,₹350 for two,₹350 for one,"Saket, New Delhi","DDA Shop Bearing S-6, Situated At Community Centre, Malviya Nagar Extension, Saidabad, Defence Colony, Saket, New Delhi","Waffle, Pancake, Desserts, Shake, Beverages",Delhi NCR,28.52407,77.20674
19709836,Ghee and Turmeric,4.2,Very Good,"4,079",0,4.2,"4,079",₹700 for two,₹350 for one,"Vasant Vihar, New Delhi","Shop 14A, Ground & Mezzanine Floor, Basant Lok Market, Community Centre, Vasant Vihar, New Delhi",North Indian,Delhi NCR,28.56495,77.16132
19410928,LunchBox - Meals and Thalis,4.1,Very Good,"2,234",0,4.1,"2,234",₹350 for two,₹350 for one,"Vasant Kunj, New Delhi","A 85, First Floor, Main Road, Masood Pur, Vasant Kunj, New Delhi","North Indian, Biryani, Mughlai",Delhi NCR,28.53151,77.15021
19265697,Giani,3.8,Good,"2,055",0,3.8,"2,055",₹300 for two,₹350 for one,"Vasant Kunj, New Delhi","33, Ground Floor, Vasant Arcade, B 7 Nelson Mandela Marg, Vasant Kunj, New Delhi","Ice Cream, Desserts, Shake, Beverages",Delhi NCR,28.53151,77.15021
20846176,Vadilal Ice Creams,3.3,Average,6,0,3.3,6,₹200 for two,₹350 for one,"Malviya Nagar, New Delhi","80/22 B, Ground Floor, Front Side, Malviya Nagar, New Delhi","Ice Cream, Desserts",Delhi NCR,28.53387,77.20691
20163416,Great Indian Khichdi by EatFit,4.4,Very Good,"1,847",0,4.4,"1,847",₹350 for two,₹350 for one,"Lado Sarai, New Delhi","F-342, Ground Floor, Lado Sarai, New Delhi","Healthy Food, North Indian, South Indian, Ice Cream, Desserts, Beverages",Delhi NCR,28.52642,77.19257
19588816,LeanCrust Pizza - ThinCrust Experts,4.4,Very Good,246,0,4.4,246,₹400 for two,₹350 for one,"Vasant Vihar, New Delhi","Shop 2, C-7, Ground Floor, Masoodpur, Vasant Vihar, New Delhi","Pizza, Italian, Fast Food, Desserts",Delhi NCR,28.56495,77.16132
309176,Baskin Robbins - Ice Cream Desserts,4.2,Very Good,"1,763",1,4.2,"1,762",₹500 for two,₹350 for one,"Vasant Square Mall, Vasant Kunj, New Delhi","Ground Floor, Vasant Square Mall, Vasant Kunj, New Delhi","Ice Cream, Desserts, Beverages",Delhi NCR,28.52489,77.15655
20384754,Big Bowl,3.8,Good,651,0,3.8,651,₹500 for two,₹350 for one,"Vasant Kunj, New Delhi","Shop G-30, Ground Floor, Vasant Square Mall, Community Centre, Pocket- V, Sector-B, Vasant Kunj, New Delhi","North Indian, Chinese, Momos",Delhi NCR,28.53151,77.15021
20755976,California Burrito,4.3,Very Good,694,28,4.4,666,₹500 for two,₹250 for one,"Ambience Mall, Vasant Kunj, New Delhi","Kiosk 3, 3rd Floor, Ambience Mall, Vasant Kunj, New Delhi","Mexican, Healthy Food, American, Salad, Fast Food, Beverages",Delhi NCR,28.5429,77.15741
20473302,Xero Degrees,3.9,Good,549,184,4.1,365,₹900 for two,₹250 for one,"SDA Market, SDA, New Delhi","C-5, First Floor, Safdarjung Development Area, Community Centre, Hauz Khas, New Delhi","Cafe, Coffee, Pizza, Sandwich, Salad, Chinese, Fast Food, Waffle",Delhi NCR,28.69127,77.32557
19297015,Keventers - Milkshakes & Desserts,3.6,Good,"2,984",5,4.1,"2,979",₹300 for two,₹250 for one,"Vasant Square Mall, Vasant Kunj, New Delhi","11 & 12, Ground Floor, Gate 1, Vasant Square Mall, Vasant Kunj, New Delhi","Shake, Beverages, Desserts",Delhi NCR,28.52489,77.15655
89,Naivedyam,4.3,Very Good,12.4K,"2,620",4.2,"9,758",₹800 for two,₹250 for one,"Hauz Khas Village, New Delhi","Shop 1, Hauz Khas Village, New Delhi","South Indian, Desserts",Delhi NCR,28.55345,77.19416
20593040,Jesmy Food Corner,3.8,Good,589,4,4.1,585,₹250 for two,₹250 for one,"R K Puram, New Delhi","Gate 1, West Block, Opposite Petrol Pump, R K Puram, New Delhi",North Indian,Delhi NCR,28.56737,77.18269
20454099,Creative Chef Baker,3.9,Good,"1,298",0,3.9,"1,298",₹300 for two,₹250 for one,"Malviya Nagar, New Delhi","Plot X-220/2, Ground Floor, Savitri Nagar, Malviya Nagar, New Delhi","Bakery, Desserts, Cake",Delhi NCR,28.53387,77.20691
8214,Ajit Khalsa Dhaba,3.9,Good,"3,760",430,4.0,"3,330",₹500 for two,₹250 for one,"Chhatarpur, New Delhi","619/10, Opposite Tivoli Garden, Main Road, Chhatarpur, New Delhi","North Indian, Mughlai, Beverages",Delhi NCR,28.5045,77.1736
20551816,Pizza 96,3.8,Good,"1,370",6,4.0,"1,364",₹300 for two,₹250 for one,"Saket, New Delhi","Shop 3, Khasra 110/111, Ground Floor, Neb Sarai, Main IGNOU Road, Saket, New Delhi","Pizza, Fast Food",Delhi NCR,28.52407,77.20674
302152,Starbucks Coffee,4.0,Very Good,"1,897",386,4.2,"1,511",₹900 for two,₹250 for one,"Ambience Mall, Vasant Kunj, New Delhi","1st Floor, Ambience Mall, Vasant Kunj, New Delhi","Cafe, Coffee, Fast Food, Bakery, Desserts, Beverages",Delhi NCR,28.5429,77.15741
19206642,Biryani Badshah,4.3,Very Good,"4,350",0,4.3,"4,350",₹400 for two,₹250 for one,"Vasant Kunj, New Delhi","Property C-10/2 First Floor, Masoodpur Kapeshera Vasant Kunj, New Delhi","Biryani, Hyderabadi, Andhra, North Indian, Mughlai",Delhi NCR,28.53151,77.15021
19252379,Dunkin' - Donuts & Coffee,4.0,Very Good,"4,613",6,4.3,"4,607",₹900 for two,₹250 for one,"Vasant Kunj, New Delhi","Shop 8, C1, Ground Floor, Pocket 1, C.S.C. Sector C, Vasant Kunj, New Delhi","Desserts, Cafe, Bakery, Coffee, Beverages",Delhi NCR,28.53151,77.15021
20513289,Punjabi Chaap Corner,3.8,Good,209,7,4.0,202,₹350 for two,₹250 for one,"Malviya Nagar, New Delhi","E6/12, Shop 1, Ground Floor, Near Geeta Mandir, Malviya Nagar, New Delhi","North Indian, Kebab, Momos, Rolls",Delhi NCR,28.53387,77.20691
20599191,Louis Burger,4.4,Very Good,"1,041",0,4.4,"1,041",₹600 for two,₹300 for one,"Vasant Kunj, New Delhi","Plot 6, Dairy Farms, Masoodpur, Vasant Kunj, New Delhi","Burger, Fast Food, Beverages",Delhi NCR,28.53151,77.15021
19859239,Meals @99,3.2,Average,787,0,3.2,787,₹500 for two,₹300 for one,"Mahipalpur, New Delhi","780, K-6/2, Shop 1, Ground Floor, Major Umed Singh Complex, Old Rang Puri Road, Mahipalpur, New Delhi","North Indian, Fast Food",Delhi NCR,28.54842,77.13636
19347358,Punjab Grill,4.4,Very Good,"5,649","2,942",4.3,"2,707","₹2,000 for two",₹300 for one,"Worldmark 1, Aerocity, New Delhi","Shop 3, Ground Floor, Worldmark 1, Aerocity, New Delhi","North Indian, Mughlai, Biryani, Kebab, Desserts",Delhi NCR,28.5506,77.12231
20793240,Kwality Wall’s Frozen Dessert and Ice Cream Shop,4.0,Very Good,26,0,4.0,26,₹200 for two,₹300 for one,"Sainik Farms, New Delhi","1, Khasra 139, Ground Floor, Gali 1, Harijan Basti, Sainik Farms, New Delhi","Ice Cream, Desserts",Delhi NCR,28.50555,77.21413
20399894,Dum Safar Biryani by Barbeque Nation,4.2,Very Good,790,0,4.2,790,₹350 for two,₹300 for one,"Vasant Kunj, New Delhi","Plot 11, Pyramid Building Local Shopping, Vasant Kunj, New Delhi","Biryani, North Indian, Kebab, BBQ, Beverages, Desserts",Delhi NCR,28.53151,77.15021
19006347,Burgrill - The Win Win Burger,4.4,Very Good,"7,561",0,4.4,"7,561",₹450 for two,₹300 for one,"Hauz Khas, New Delhi","Shop 1, Kaushalya Park, Hauz Khas, New Delhi","Burger, Sandwich, Wraps, Fast Food",Delhi NCR,28.55105,77.20398
18219545,Salad Days,4.4,Very Good,47.6K,0,4.4,47.6K,₹600 for two,₹300 for one,"Malviya Nagar, New Delhi","C-51, Ground Floor, Main Market, Near Laxmi Narayan Temple, Block C, Malviya Nagar, New Delhi","Healthy Food, Salad, Sandwich, Juices, Beverages",Delhi NCR,28.53387,77.20691
19931594,Abdul Mughlai Foods,3.8,Good,"5,207",7,4.1,"5,200",₹400 for two,₹300 for one,"R K Puram, New Delhi","Shop 1, Ground Floor, Kashmiri Market, R K Puram, New Delhi","Mughlai, Biryani, North Indian",Delhi NCR,28.56737,77.18269
18551623,Sweet Truth - Cake and Desserts,4.1,Very Good,"2,587",0,4.1,"2,587",₹400 for two,₹300 for one,"Vasant Kunj, New Delhi","A 85, Near Big Bazar, Main Road Masood Pur, Vasant Kunj, New Delhi","Desserts, Bakery, Ice Cream",Delhi NCR,28.53151,77.15021
19499141,Burgerama,4.2,Very Good,"5,839",0,4.2,"5,839",₹600 for two,₹300 for one,"Vasant Kunj, New Delhi","Shop 2, C-7, Ground Floor, Masoodpur, Vasant Kunj, New Delhi","Burger, Fast Food, Beverages",Delhi NCR,28.53151,77.15021
20515164,Ek So Ek All At 101,3.6,Good,"1,721",0,3.6,"1,721",₹250 for two,₹300 for one,"Sainik Farms, New Delhi","Plot 4, Khasra 32, Part B, Ground Floor, Neb Sarai, Sainik Farms, New Delhi","Chinese, North Indian, Biryani, Desserts",Delhi NCR,28.50555,77.21413
19249281,Onlinecake.in,3.3,Average,140,0,3.3,140,₹400 for two,₹300 for one,"Vasant Kunj, New Delhi","House 160/9, Kishan Garh, Vasant Kunj, New Delhi","Bakery, Desserts",Delhi NCR,28.53151,77.15021
20555081,WOW! China,3.8,Good,343,38,3.7,305,₹550 for two,₹250 for one,"Hauz Khas, New Delhi","8 A, Hauz Khas Village, Hauz Khas, New Delhi","Chinese, Oriental, Asian, Sichuan, Seafood",Delhi NCR,28.55105,77.20398
19506905,Nomad Pizza - Traveller Series,4.3,Very Good,"3,560",0,4.3,"3,560","₹1,500 for two",₹250 for one,"Vasant Kunj, New Delhi","Shop 2, C 7, 1st Floor, Masoodpur, Vasant Kunj, New Delhi","Pizza, Fast Food, Desserts, Beverages",Delhi NCR,28.53151,77.15021
8593,Mad Over Donuts,4.3,Very Good,"6,020",0,4.3,"6,020",₹400 for two,₹250 for one,"DLF Promenade Mall, Vasant Kunj, New Delhi","2nd Floor, DLF Promenade Mall, Vasant Kunj, New Delhi","Desserts, Waffle, Beverages",Delhi NCR,28.53711,77.1446
20914749,Aflatoon-By Social,4.0,Very Good,14,,,,₹800 for two,₹250 for one,"Worldmark 1, Aerocity, New Delhi","Shop 6, 7, 8, Ground Floor, World Mark 1, Aerocity, New Delhi","North Indian, Biryani, Kebab, Mughlai, Desserts",Delhi NCR,28.5506,77.12231
18922855,Vasant Kunj Social,4.4,Very Good,"5,692","2,733",4.1,"2,959","₹1,900 for two",₹250 for one,"Ambience Mall, Vasant Kunj, New Delhi","T-306, 3rd Floor, Ambience Mall, Vasant Kunj, New Delhi","North Indian, Chinese, Biryani, Pasta, Burger, Pizza, Desserts, Beverages",Delhi NCR,28.5429,77.15741
20679301,Tim Hortons,4.3,Very Good,696,132,4.3,564,₹800 for two,₹250 for one,"Vasant Vihar, New Delhi","Unit 44, Ground Floor, Basant Lok Community Center, Vasant Vihar, New Delhi","Cafe, Coffee, Beverages, Italian, Sandwich, Fast Food",Delhi NCR,28.56495,77.16132
18884610,The Good Bowl,4.0,Very Good,"3,579",0,4.0,"3,579",₹500 for two,₹250 for one,"Vasant Kunj, New Delhi","A 85, First Floor, Main Road, Masood Pur, Vasant Kunj, New Delhi","North Indian, Biryani, Mughlai",Delhi NCR,28.53151,77.15021
19471962,Parantha Express,3.9,Good,"7,407",0,3.9,"7,407",₹300 for two,₹250 for one,"Malviya Nagar, New Delhi","50D, Maharishi Dayanand Marg, Savitri Nagar, Malviya Nagar, New Delhi","North Indian, Fast Food, Beverages",Delhi NCR,28.53387,77.20691
18819583,Tikka Junction Courtyard,4.0,Very Good,"6,066",520,3.8,"5,546","₹1,300 for two",₹250 for one,"Geetanjali Enclave, New Delhi","Plot 3, Ground Floor, MMTC Market, STC Colony, Geetanjali Enclave, New Delhi","North Indian, Mughlai, Biryani, Chinese, Kebab, Rolls, Fast Food",Delhi NCR,28.53205,77.20122
19274664,Nando's,4.4,Very Good,"3,588","2,159",4.4,"1,429","₹1,500 for two",₹250 for one,"Ambience Mall, DLF Phase 3, Gurgaon","3rd Floor, Ambience Mall, Gurgaon - Delhi Expressway, DLF Phase 3, Gurgaon","Burger, Healthy Food, Portuguese",Delhi NCR,28.50329,77.0938
19586403,Momo Shomo,4.3,Very Good,"2,215",0,4.3,"2,215",₹300 for two,₹250 for one,"Vasant Kunj, New Delhi","Shop 28 &29, B-7, Ground Floor, LSC, Vasant Kunj, New Delhi",Momos,Delhi NCR,28.53151,77.15021
18359259,Havmor Havfunn Ice Cream,4.0,Very Good,"3,418",246,4.1,"3,172",₹400 for two,₹250 for one,"Hauz Khas, New Delhi","G-1, Opposite Aurobindo Market, Hauz Khas, New Delhi","Ice Cream, Desserts, Shake, Beverages",Delhi NCR,28.55105,77.20398
313206,Nizam's Kathi Kabab,4.2,Very Good,15.3K,355,4.3,15K,"₹1,000 for two",₹250 for one,"Malviya Nagar, New Delhi","Shop 7 & 8, Corner Market, Malviya Nagar, New Delhi","North Indian, Mughlai, Rolls, Biryani, Beverages",Delhi NCR,28.53387,77.20691
18587192,Enoki - Fresh Asian Kitchen,4.2,Very Good,10.3K,0,4.2,10.3K,"₹1,000 for two",₹250 for one,"Munirka, New Delhi","253, B/2, 2nd Floor, Rama Market, Munirka, New Delhi","Chinese, Asian, Sushi, Thai, Japanese, Seafood, Sichuan",Delhi NCR,28.55652,77.16379
18738754,Kings Kulfi,4.1,Very Good,"1,205",0,4.1,"1,205",₹300 for two,₹250 for one,"Safdarjung, New Delhi","14531, Shop No AB Block, DDA Market, Kamal Cinema, Opp Safdarjung Club, Safdarjung, New Delhi","Ice Cream, Desserts",Delhi NCR,28.56583,77.19884
301130,Secular House Canteen,4.2,Very Good,"4,161",731,4.2,"3,430","₹1,000 for two",₹250 for one,"JNU, New Delhi","9/1, Vastu Kala Academy, Opposite JNU East Gate, JNU, New Delhi","North Indian, Mughlai, Biryani, South Indian, Chinese, Ice Cream, Beverages",Delhi NCR,28.54912,77.17654
20598997,Slyce Pizza,4.1,Very Good,778,0,4.1,778,₹500 for two,₹250 for one,"Vasant Kunj, New Delhi","Plot 6, Dairy Farms, Masoodpur, Vasant Kunj, New Delhi","Pizza, Italian, Fast Food",Delhi NCR,28.53151,77.15021
19677590,Punjabi Dhaba,3.5,Good,478,0,3.5,478,₹350 for two,₹250 for one,"Malviya Nagar, New Delhi","A134/1, Begampur Park, Near Shivalik C Block, Malviya Nagar, New Delhi",North Indian,Delhi NCR,28.53387,77.20691
20188694,Ghar ka Khana by EatFit,4.2,Very Good,616,0,4.2,616,₹400 for two,₹250 for one,"Vasant Kunj, New Delhi","Shop 2, Second Floor, Masoodpur Dairy Farm Village, Vasant Kunj, New Delhi","Healthy Food, North Indian, Ice Cream, Desserts, Beverages",Delhi NCR,28.53151,77.15021
18644950,M.I Food Centre,4.0,Very Good,"3,760",0,4.0,"3,760",₹500 for two,₹250 for one,"Vasant Kunj, New Delhi","Shop 13, Sector C, Pocket 8, Vasant Kunj, New Delhi","North Indian, Mughlai",Delhi NCR,28.53151,77.15021
2215,China Bowl,4.3,Very Good,"9,747",695,4.3,"9,052","₹1,200 for two",₹250 for one,"Main Market, Satyaniketan, New Delhi","10, Satyaniketan Market, Opposite Venkateshwara College, Satyaniketan, New Delhi","Chinese, Asian, Japanese, Seafood",Delhi NCR,28.58722,77.16896
20756157,Prasuma Momo Kitchen,4.2,Very Good,223,0,4.2,223,₹300 for two,₹250 for one,"Vasant Kunj, New Delhi","Plot 31, First Floor, Masoodpur, Vasant Kunj, New Delhi","Momos, Chinese, Asian, Japanese, Tibetan, Street Food, Finger Food, Beverages",Delhi NCR,28.53151,77.15021
3381,Alkakori Alkauser,4.0,Very Good,11.3K,"1,015",4.1,10.3K,"₹1,200 for two",₹250 for one,"R K Puram, New Delhi","30, Vasant Place Market, Near Malai Temple, R K Puram, New Delhi","Mughlai, North Indian, Kebab, Biryani, Rolls",Delhi NCR,28.56737,77.18269
20459852,Consent Cakes,4.2,Very Good,"1,476",0,4.2,"1,476",₹400 for two,₹250 for one,"Munirka, New Delhi","85/2, 1st Floor, Munirka, New Delhi","Bakery, Desserts, Cake",Delhi NCR,28.55652,77.16379
19329344,Mealful Rolls - India's Biggest Rolls,4.3,Very Good,570,0,4.3,570,₹400 for two,₹200 for one,"Vasant Kunj, New Delhi","Pocket 5, Vasant Kunj Marg, Sector D, Vasant Kunj, New Delhi","Rolls, North Indian, Desserts, Beverages",Delhi NCR,28.53151,77.15021
18614708,Paradise Muradabadi,4.0,Very Good,832,26,4.1,806,₹400 for two,₹200 for one,"Malviya Nagar, New Delhi","A-4, Begumpur Park, Shivalik Road, Malviya Nagar, New Delhi","Biryani, North Indian, Mughlai",Delhi NCR,28.53387,77.20691
19963015,Noshi - Yum Asian Delivery,4.3,Very Good,"1,096",0,4.3,"1,096","₹1,200 for two",₹200 for one,"Munirka, New Delhi","65/C, Ground Floor, Prateek Market, Near DDA Office, Munirka, New Delhi","Asian, Oriental, Thai, Japanese, Sushi, Chinese, Ice Cream, Desserts",Delhi NCR,28.55652,77.16379
20459782,The Cake Shine,4.4,Very Good,119,0,4.4,119,₹300 for two,₹200 for one,"Munirka, New Delhi","House - D96, Munirka Village, Mohammad Pur, Munirka, New Delhi","Bakery, Desserts",Delhi NCR,28.55652,77.16379
20836547,Samosa Party,4.2,Very Good,354,0,4.2,354,₹200 for two,₹200 for one,"Panchsheel Park, New Delhi","205A/1, Ground Floor, Savitri Nagar, Panchsheel Park, New Delhi","Street Food, Tea, North Indian, Beverages, Mithai, Desserts",Delhi NCR,28.54292,77.21445
18486863,Theos,4.3,Very Good,"4,938",652,4.4,"4,286","₹1,800 for two",₹200 for one,"Sangam Courtyard, RK Puram, New Delhi","Sangam Courtyard, Major Somnath Marg, R K Puram, New Delhi","Cafe, Fast Food, Continental, Italian, Desserts, Bakery, Beverages, Shake",Delhi NCR,28.56459,77.1752
18235091,Goli Vada Pav No. 1,3.2,Average,"3,428",4,3.8,"3,424",₹200 for two,₹200 for one,"Malviya Nagar, New Delhi","Shop 2, Ground Floor, JB-9 B, Gupta Colony, Khirki Extension, Malviya Nagar, New Delhi","Maharashtrian, Sandwich, Rolls, Burger",Delhi NCR,28.53387,77.20691
311307,Big Wong,4.1,Very Good,"9,965",0,4.1,"9,965","₹1,400 for two",₹200 for one,"Munirka, New Delhi","Shop 4, H 85/1, 1st Floor, Munirka, New Delhi","Asian, Chinese, Sushi, Thai, Japanese, Sichuan, Seafood, Oriental",Delhi NCR,28.55652,77.16379
19949029,House Of Chow,4.3,Very Good,"1,173",0,4.3,"1,173",₹300 for two,₹200 for one,"Munirka, New Delhi","Rama Market, Sector 4, Munirka, New Delhi","Chinese, Thai, Momos, Sichuan",Delhi NCR,28.55652,77.16379
20434139,The Food Dynasty,3.6,Good,848,15,4.0,833,₹300 for two,₹200 for one,"Mahipalpur, New Delhi","L-176, Street 7, Mahipalpur, New Delhi","North Indian, Biryani, Street Food, Rolls, Chinese",Delhi NCR,28.54842,77.13636
20080748,Sanjha Chulha,4.0,Very Good,"1,330",0,4.0,"1,330",₹600 for two,₹200 for one,"Vasant Kunj, New Delhi","Shop-1, Shed 11, Masoodpur Dairy Farm, Vasant Kunj, New Delhi","North Indian, Mughlai, Chinese, Rolls, Ice Cream, Desserts, Beverages, Sichuan",Delhi NCR,28.53151,77.15021
19152474,Verma Ji Paranthe Wale,4.2,Very Good,12.4K,0,4.2,12.4K,₹300 for two,₹200 for one,"Yusuf Sarai, New Delhi","117/1 G/F F/P, Gautam Nagar, Hauz Khas, Yusuf Sarai, New Delhi","North Indian, Fast Food, Street Food, Chinese, Beverages",Delhi NCR,28.55862,77.20802
20086678,Chinese Veg Crunch by Punjabi Angithi,3.9,Good,"1,558",0,3.9,"1,558",₹500 for two,₹200 for one,"Adchini, New Delhi","84, Ground Floor, Left Corner, Behind Hero Showroom, Shri Aurbindo Marg, Adchini, New Delhi","North Indian, Mughlai, Chinese, Rolls, Fast Food, Street Food",Delhi NCR,28.53794,77.19911
19523211,Marv's Pizza - Deliciously Fresh,4.0,Very Good,"4,109",179,3.9,"3,930",₹350 for two,₹200 for one,"Malviya Nagar, New Delhi","6/75, Shop 1, Ground Floor, Malviya Nagar, New Delhi","Pizza, Pasta, Italian, Mexican, Beverages, Shake",Delhi NCR,28.53387,77.20691
18356773,Mom Hand Momos,4.3,Very Good,24.9K,0,4.3,24.9K,₹350 for two,₹200 for one,"Main Market, Satyaniketan, New Delhi","Opposite Venkateshwara College, Satyaniketan, New Delhi","Momos, Chinese, Sichuan",Delhi NCR,28.58722,77.16896
20794729,Asian Haus - By Haus Delivery,4.2,Very Good,149,0,4.2,149,₹700 for two,₹200 for one,"Vasant Kunj, New Delhi","44, F/9, 2nd Floor, Vasant Kunj, New Delhi","Asian, Chinese, Thai, Japanese, Seafood, Sushi",Delhi NCR,28.53151,77.15021
19994182,Culinaire,3.7,Good,"1,396",21,4.2,"1,375","₹1,300 for two",₹200 for one,"Vasant Vihar, New Delhi","Shop 9, Ground Floor, CSC 1, A Block, Poorvi Marg, Vasant Vihar, New Delhi","Chinese, Thai, Seafood, Ice Cream, Desserts, Beverages",Delhi NCR,28.56495,77.16132
20531940,Dasaprakash,4.4,Very Good,"1,312",481,4.2,831,"₹1,000 for two",₹200 for one,"Hauz Khas, New Delhi","Unit 105, 1st Floor, LSC Cum Office Complex, Aurobindo Place, Hauz Khas, New Delhi","South Indian, North Indian, Sandwich, Continental, Chinese, Desserts, Beverages",Delhi NCR,28.55105,77.20398
19287548,Deepak Tiffin Service,3.9,Good,"2,617",0,3.9,"2,617",₹250 for two,₹200 for one,"Vasant Vihar, New Delhi","Vasant Nagar, Vasant Vihar, New Delhi","North Indian, Fast Food",Delhi NCR,28.56495,77.16132
4751,Chili's Grill & Bar,4.4,Very Good,19.9K,"9,537",4.3,10.4K,"₹2,500 for two",₹200 for one,"Ambience Mall, Vasant Kunj, New Delhi","3rd Floor, Ambience Mall, Nelson Madela Road, Vasant Kunj, New Delhi","Mexican, Pizza, Pasta, Salad, Burger, Seafood, Desserts, Beverages",Delhi NCR,28.5429,77.15741
